Date,Toyota,Ford,GM
8/2/04,-0.0325003,-0.0196251,-0.0169825
8/9/04,0.00628564,-0.0084463,-0.0032595
8/16/04,0.00538268,0.00978258,0.00673338
8/23/04,0.02077654,0.00033343,0.00439225
8/30/04,-0.0151727,0.00265828,0.00807414
9/7/04,-0.0002871,-0.0076868,0.00150455
9/13/04,-0.0032864,0.00801797,-0.0064013
9/20/04,-0.0089464,-0.0131054,-0.0072118
9/27/04,0.01674694,0.01211124,0.01832443
10/4/04,0,-0.0073611,-0.0170151
10/11/04,-0.0114621,-0.0221521,-0.0273478
10/18/04,-0.0014616,-0.0093323,-0.0129765
10/25/04,0.01332137,0.00540847,0.00839555
11/1/04,0.00564247,0.0250624,0.01951089
11/8/04,-0.0020229,0.01299482,0.00450176
11/15/04,-0.0063543,-0.002304,-0.0143978
11/22/04,-0.0036156,0.00295999,0.00361343
11/29/04,-0.0031812,0.00196218,-0.0072572
12/6/04,-0.005668,-0.0029466,0.00401895
12/13/04,0.01246476,0.00359869,-0.0035145
12/20/04,0.01105968,0.01378828,0.01340215
12/27/04,0.0150036,-0.0047603,0.00255862
1/3/05,-0.0131134,0.00031898,-0.0116968
1/10/05,0.01111741,-0.0179015,-0.0213578
1/18/05,-0.0145704,-0.0302719,-0.0138517
1/24/05,-0.0097827,0.00425435,0.0080452
1/31/05,0.00877507,0.00281325,0.00685396
2/7/05,0.00262617,-0.0052899,0.00494113
2/14/05,0.00033412,-0.0035627,0.00180634
2/22/05,-0.0086581,0.0014286,-0.0047903
2/28/05,0.00653765,-0.0204412,-0.0247776
3/7/05,0.00039138,-0.0003739,-0.006247
3/14/05,-0.0127601,-0.0366678,-0.0792372
3/21/05,-0.0100726,-0.0036788,0.0102816
3/28/05,-0.0003536,-0.004539,0.00114568
4/4/05,0.00863832,-0.0058464,0.00179427
4/11/05,-0.0181142,-0.0647103,-0.0616348
4/18/05,-0.0013276,0.01768973,0.0189053
4/25/05,0.00156851,-0.0310689,-0.000899
5/2/05,0.00958852,0.02966118,0.0617998
5/9/05,-0.0167531,-0.0206961,0.00311101
5/16/05,0.00505176,0.03137407,0.03411781
5/23/05,0.0001815,0.0031984,-0.0153116
5/31/05,-0.0032177,-0.0078088,-0.0124975
6/6/05,-0.0041636,0.01859926,0.04755632
6/13/05,0.00997443,0.0382324,0.01454067
6/20/05,-0.0067259,-0.0431448,-0.0199134
6/27/05,0.00273927,0.00402334,0.00714904
7/5/05,0.00853235,0.00486734,0.00040888
7/11/05,0.00819281,0.02355057,0.02501275
7/18/05,0.0031416,-0.0114017,-0.0058261
7/25/05,0.00190874,0.00468132,0.00672536
8/1/05,-0.0045252,-0.0155122,-0.0195561
8/8/05,0.02756558,-0.0093114,-0.0018836
8/15/05,-0.0043455,-0.0164421,-0.0132797
8/22/05,0.01510269,0.00046523,0.00812561
8/29/05,0.00026688,0.00370403,-0.0159813
9/6/05,0.01608003,0.00184023,-0.00613
9/12/05,0.0080998,0.00137508,0.00043049
9/19/05,-0.0005555,-0.0059904,-0.0192074
9/26/05,0.03133559,0.00277505,-0.0064945
10/3/05,-0.0084986,-0.0285823,-0.0341792
10/10/05,0.00727447,-0.0300688,-0.0048007
10/17/05,-0.0233423,-0.0188736,0.00430654
10/24/05,0.01926838,-0.0066645,-0.0156051
10/31/05,0.0047335,0.01431265,-0.007931
11/7/05,-0.0058295,-0.01712,-0.0308216
11/14/05,0.03500428,0.02303617,-0.0077269
11/21/05,-0.001676,-0.0042947,-0.0220363
11/28/05,-0.0020375,-0.0087189,-0.0150614
12/5/05,-0.0038798,0.00109948,0.01626
12/12/05,0.00591733,0.00653906,-0.0200039
12/19/05,0.02322984,-0.0216222,-0.065487
12/27/05,0.00391973,-0.0097728,0.0133934
1/3/06,0.01090405,0.04260661,0.03002602
1/9/06,-0.0123177,0.0015783,-0.009106
1/17/06,-0.007223,-0.0344122,-0.007014
1/23/06,-0.0005084,0.04479005,0.0744415
1/30/06,0.00084707,-0.0199349,-0.0118832
2/6/06,0.00274163,0.0005365,-0.0247887
2/13/06,0.02153154,0.00902049,0.00602187
2/21/06,0.00063973,-0.0182323,-0.0401571
2/27/06,-0.0120724,-0.029455,-0.0173049
3/6/06,0.00392585,0.01554301,0.05185812
3/13/06,0.00614425,-0.0016998,-0.0103585
3/20/06,-8.03E-05,0.01506375,0.03016285
3/27/06,0.0028809,-0.0071877,-0.0273905
4/3/06,0.02025777,-0.0199645,-0.0374988
4/10/06,-0.0037462,-0.0142404,0.01948649
4/17/06,0.01653543,-0.0018133,0.02851316
4/24/06,-0.0014067,-0.0166701,0.02125846
5/1/06,0.02289331,-0.0012607,0.00569253
5/8/06,-0.0435083,0.01121626,0.05557193
5/15/06,-0.007016,-0.0049493,-0.024168
5/22/06,0.0011838,0.0170812,0.05608296
5/30/06,-0.0026086,-0.0127475,-0.025274
6/5/06,-0.0372303,-0.0214666,-0.0191746
6/12/06,0.00051799,-0.0045544,0.00421819
6/19/06,-0.0042485,-0.0112638,0.02266102
6/26/06,0.02083857,0.02668416,0.0432601
7/3/06,-0.0008729,-0.012812,-0.0045318
7/10/06,-0.0275685,-0.0233728,-0.0306688
7/17/06,0.00362025,-0.0069157,0.02316363
7/24/06,0.0289949,0.04056806,0.04779209
7/31/06,0.01032245,0.01803343,-0.0172216
8/7/06,-0.0026991,0.01437796,-0.010346
8/14/06,0.01696028,0.0356225,0.00629529
8/21/06,-0.0224503,0,-0.0178014
8/28/06,0.00955244,0.01441552,0.01371256
9/5/06,-0.0085713,0.02549408,0.02355831
9/11/06,-0.0008174,-0.0388252,-0.0040491
9/18/06,0.00346345,-0.0010844,-0.0145492
9/25/06,0.00760352,0.00485854,0.03603227
10/2/06,0.02067625,0.0116525,-0.0298393
10/9/06,0.007502,-0.007379,0.02621957
10/16/06,-0.0022483,-0.0085895,0.00455324
10/23/06,0.0126986,0.01492201,0.00765878
10/30/06,-0.0050276,0.00468949,0.00390907
11/6/06,0.01508975,0.01024327,0.00554234
11/13/06,0.00376261,0.01541447,0.01175036
11/20/06,-0.0153599,-0.0184622,-0.0540918
11/27/06,0.00505994,-0.0251835,-0.022009
12/4/06,0.00714299,-0.0461178,-0.0016369
12/11/06,0.0132183,-0.009105,-0.0046465
12/18/06,0.02073519,0.02037065,0.00240441
12/26/06,0.00783063,0.00523603,0.01877054
1/3/07,-0.001912,0.00631503,-0.0069442
1/8/07,-0.0092899,0.01512203,0.00737458
1/16/07,0.00475185,0.02200109,0.01104198
1/22/07,-0.0026005,0.006234,0.0186057
1/29/07,-0.0008924,-0.0099123,0.00080276
2/5/07,0.00260581,0.02561441,0.03811148
2/12/07,0.01642452,-0.0100652,0.00692359
2/20/07,-0.0052565,-0.0118709,-0.0256892
2/26/07,-0.0210467,-0.0388363,-0.0487938
3/5/07,0.01341595,0.01903141,0.00526079
3/12/07,-0.0106994,-0.0213262,-0.0262141
3/19/07,0.01082986,0.01913005,0.03998475
3/26/07,-0.0166865,0,-0.0187454
4/2/07,-0.0056963,0.00655551,0.01751142
4/9/07,-0.0174084,0.00054185,0.00164454
4/16/07,0.01548144,-0.0148727,-0.0045375
4/23/07,-0.0137694,0.01649418,-0.0016618
4/30/07,-0.0038258,0.00907594,-0.0095392
5/7/07,-0.00357,0.00785364,-0.0167724
5/14/07,0.0067902,0.01629432,0.02838791
5/21/07,-0.006573,-0.0121631,-0.0134632
5/29/07,0.01051196,-0.0051702,0.00014242
6/4/07,0.00530169,-0.0057593,0.00706185
6/11/07,0.00347577,0.03443764,0.04846687
6/18/07,-0.0084949,0.01010592,0.00991017
6/25/07,0.00998101,0.01358013,0.02775307
7/2/07,0.00120585,-0.0145325,-0.0153179
7/9/07,-0.000861,-0.0067259,0.00637985
7/16/07,-0.0107144,-0.0285132,-0.0254795
7/23/07,-0.0086723,-0.0088795,-0.0503138
7/30/07,-0.0057331,-0.0090648,0.01293212
8/6/07,0.00323871,0.01690898,0.03651028
